#Chromosome,GapStart,GapStop,RegionID,MeanGapCoverage,RegionInterval,GapInterval
chr1,10357221,10357232,KIF1B.chr1.10357231.10357304,15.9,chr1:10357221-10357314,chr1:10357221-10357232
chr1,10357310,10357314,KIF1B.chr1.10357231.10357304,19.0,chr1:10357221-10357314,chr1:10357310-10357314
chr1,10363210,10363242,KIF1B.chr1.10363220.10364705,10.9,chr1:10363210-10364715,chr1:10363210-10363242
chr1,10364530,10364715,KIF1B.chr1.10363220.10364705,12.3,chr1:10363210-10364715,chr1:10364530-10364715
chr1,10380177,10380204,KIF1B.chr1.10380100.10380194,17.5,chr1:10380090-10380204,chr1:10380177-10380204
chr1,10381756,10381769,KIF1B.chr1.10381766.10381915,18.1,chr1:10381756-10381925,chr1:10381756-10381769
chr1,10381891,10381925,KIF1B.chr1.10381766.10381915,14.3,chr1:10381756-10381925,chr1:10381891-10381925
chr1,10383931,10383964,KIF1B.chr1.10383941.10384120,16.0,chr1:10383931-10384130,chr1:10383931-10383964
chr1,10384016,10384022,KIF1B.chr1.10383941.10384120,19.0,chr1:10383931-10384130,chr1:10384016-10384022
chr1,10384035,10384130,KIF1B.chr1.10383941.10384120,11.6,chr1:10383931-10384130,chr1:10384035-10384130
chr1,10384805,10384825,KIF1B.chr1.10384815.10384953,15.5,chr1:10384805-10384963,chr1:10384805-10384825
chr1,10384860,10384963,KIF1B.chr1.10384815.10384953,15.6,chr1:10384805-10384963,chr1:10384860-10384963
chr1,10386396,10386427,KIF1B.chr1.10386168.10386417,16.2,chr1:10386158-10386427,chr1:10386396-10386427
chr1,10397121,10397169,KIF1B.chr1.10397131.10397261,15.7,chr1:10397121-10397271,chr1:10397121-10397169
chr1,10402097,10402120,KIF1B.chr1.10402107.10402226,16.8,chr1:10402097-10402236,chr1:10402097-10402120
chr1,10405954,10406021,KIF1B.chr1.10405902.10406011,9.9,chr1:10405892-10406021,chr1:10405954-10406021
chr1,10408800,10408801,KIF1B.chr1.10408706.10408791,18.0,chr1:10408696-10408801,chr1:10408800-10408801
chr1,10423330,10423412,KIF1B.chr1.10423340.10423402,15.4,chr1:10423330-10423412,chr1:10423330-10423412
chr1,10428561,10428606,KIF1B.chr1.10428524.10428596,10.4,chr1:10428514-10428606,chr1:10428561-10428606
chr1,10434378,10434381,KIF1B.chr1.10434373.10434523,19.0,chr1:10434363-10434533,chr1:10434378-10434381
chr1,10459164,10459192,PGD.chr1.10459175.10459182,3.7,chr1:10459164-10459192,chr1:10459164-10459192
chr1,10659284,10659302,PEX14.chr1.10659294.10659423,18.4,chr1:10659284-10659433,chr1:10659284-10659302
chr1,10659382,10659433,PEX14.chr1.10659294.10659423,14.5,chr1:10659284-10659433,chr1:10659382-10659433
chr1,10684386,10684504,PEX14.chr1.10684396.10684494,12.4,chr1:10684386-10684504,chr1:10684386-10684504
chr1,11073774,11073791,TARDBP.chr1.11073784.11074022,15.7,chr1:11073774-11074032,chr1:11073774-11073791
chr1,11076890,11076927,TARDBP.chr1.11076900.11077064,14.6,chr1:11076890-11077074,chr1:11076890-11076927
chr1,11094874,11094925,MASP2.chr1.11094885.11094963,15.9,chr1:11094874-11094973,chr1:11094874-11094925
chr1,11097739,11097878,MASP2.chr1.11097750.11097868,13.3,chr1:11097739-11097878,chr1:11097739-11097878
chr1,11107136,11107186,MASP2.chr1.11106948.11107176,18.2,chr1:11106937-11107186,chr1:11107136-11107186
chr1,11107249,11107274,MASP2.chr1.11107260.11107264,9.0,chr1:11107249-11107274,chr1:11107249-11107274
chr1,11333578,11333775,UBIAD1.chr1.11333588.11334117,12.2,chr1:11333578-11334127,chr1:11333578-11333775
chr1,11334106,11334127,UBIAD1.chr1.11333588.11334117,17.7,chr1:11333578-11334127,chr1:11334106-11334127
chr1,11345690,11345815,UBIAD1.chr1.11345700.11346188,12.6,chr1:11345690-11346198,chr1:11345690-11345815
chr1,11346090,11346198,UBIAD1.chr1.11345700.11346188,7.3,chr1:11345690-11346198,chr1:11346090-11346198
chr1,11851371,11851380,MTHFR.chr1.11851263.11851383,18.8,chr1:11851253-11851393,chr1:11851371-11851380
chr1,11851388,11851390,MTHFR.chr1.11851263.11851383,19.0,chr1:11851253-11851393,chr1:11851388-11851390
chr1,11853953,11854156,MTHFR.chr1.11853963.11854146,14.1,chr1:11853953-11854156,chr1:11853953-11854156
chr1,11854550,11854605,MTHFR.chr1.11854414.11854595,13.0,chr1:11854404-11854605,chr1:11854550-11854605
chr1,11854775,11854930,MTHFR.chr1.11854785.11854920,15.1,chr1:11854775-11854930,chr1:11854775-11854930
chr1,11855144,11855191,MTHFR.chr1.11855154.11855405,14.2,chr1:11855144-11855415,chr1:11855144-11855191
chr1,11856252,11856275,MTHFR.chr1.11856262.11856456,18.9,chr1:11856252-11856466,chr1:11856252-11856275
chr1,11856453,11856466,MTHFR.chr1.11856262.11856456,15.7,chr1:11856252-11856466,chr1:11856453-11856466
chr1,11907159,11907196,NPPA.chr1.11907169.11907496,16.8,chr1:11907159-11907506,chr1:11907159-11907196
chr1,11907201,11907201,NPPA.chr1.11907169.11907496,19.0,chr1:11907159-11907506,chr1:11907201-11907201
chr1,11994826,11994922,PLOD1.chr1.11994836.11994912,0.8,chr1:11994826-11994922,chr1:11994826-11994922
chr1,12010403,12010468,PLOD1.chr1.12010413.12010577,14.3,chr1:12010403-12010587,chr1:12010403-12010468
chr1,12018007,12018010,PLOD1.chr1.12017898.12018000,17.5,chr1:12017888-12018010,chr1:12018007-12018010
chr1,12023578,12023588,PLOD1.chr1.12023588.12023693,17.5,chr1:12023578-12023703,chr1:12023578-12023588
chr1,12049215,12049218,MFN2.chr1.12049225.12049400,18.0,chr1:12049215-12049410,chr1:12049215-12049218
chr1,12049370,12049371,MFN2.chr1.12049225.12049400,19.0,chr1:12049215-12049410,chr1:12049370-12049371
chr1,12049379,12049410,MFN2.chr1.12049225.12049400,14.5,chr1:12049215-12049410,chr1:12049379-12049410
chr1,12052733,12052757,MFN2.chr1.12052611.12052747,18.4,chr1:12052601-12052757,chr1:12052733-12052757
chr1,12058943,12058945,MFN2.chr1.12058826.12058935,17.7,chr1:12058816-12058945,chr1:12058943-12058945
chr1,12059137,12059162,MFN2.chr1.12059044.12059152,17.1,chr1:12059034-12059162,chr1:12059137-12059162
chr1,12064182,12064185,MFN2.chr1.12064048.12064175,19.0,chr1:12064038-12064185,chr1:12064182-12064185
chr1,12064983,12064994,MFN2.chr1.12064881.12064984,15.8,chr1:12064871-12064994,chr1:12064983-12064994
chr1,12067099,12067186,MFN2.chr1.12067109.12067306,9.4,chr1:12067099-12067316,chr1:12067099-12067186
chr1,12067265,12067316,MFN2.chr1.12067109.12067306,13.2,chr1:12067099-12067316,chr1:12067265-12067316
chr1,12089811,12089826,MIIP.chr1.12089822.12089951,16.2,chr1:12089811-12089961,chr1:12089811-12089826
chr1,12227138,12227236,TNFRSF1B.chr1.12227149.12227226,2.8,chr1:12227138-12227236,chr1:12227138-12227236
chr1,12262146,12262238,TNFRSF1B.chr1.12262024.12262228,12.2,chr1:12262013-12262238,chr1:12262146-12262238
chr1,14042090,14042119,PRDM2.chr1.14042101.14042109,12.2,chr1:14042090-14042119,chr1:14042090-14042119
chr1,14057485,14057495,PRDM2.chr1.14057495.14057612,17.5,chr1:14057484-14057622,chr1:14057485-14057495
chr1,14059387,14059387,PRDM2.chr1.14059274.14059377,18.0,chr1:14059263-14059387,chr1:14059387-14059387
chr1,14075845,14075992,PRDM2.chr1.14075856.14075982,11.6,chr1:14075845-14075992,chr1:14075845-14075992
chr1,15765007,15765010,CTRC.chr1.15764960.15765000,18.0,chr1:15764950-15765010,chr1:15765007-15765010
chr1,15770041,15770060,CTRC.chr1.15769913.15770050,15.8,chr1:15769903-15770060,chr1:15770041-15770060
chr1,15772243,15772254,CTRC.chr1.15772091.15772244,17.8,chr1:15772081-15772254,chr1:15772243-15772254
chr1,15850553,15850705,CASP9.chr1.15850564.15850695,13.1,chr1:15850553-15850705,chr1:15850553-15850705
chr1,16091639,16091738,FBLIM1.chr1.16091479.16091728,11.8,chr1:16091468-16091738,chr1:16091639-16091738
chr1,16093938,16094068,FBLIM1.chr1.16093871.16094058,12.5,chr1:16093860-16094068,chr1:16093938-16094068
chr1,16101440,16101533,FBLIM1.chr1.16101113.16101523,9.5,chr1:16101102-16101533,chr1:16101440-16101533
chr1,16103654,16103792,FBLIM1.chr1.16103665.16103782,14.1,chr1:16103654-16103792,chr1:16103654-16103792
chr1,16343558,16343569,HSPB7.chr1.16343569.16343702,16.9,chr1:16343558-16343712,chr1:16343558-16343569
chr1,16349199,16349224,CLCNKA.chr1.16349114.16349214,16.5,chr1:16349104-16349224,chr1:16349199-16349224
chr1,16375456,16375473,CLCNKB.chr1.16375466.16375740,17.1,chr1:16375456-16375750,chr1:16375456-16375473
chr1,16456710,16456924,EPHA2.chr1.16456720.16456914,13.0,chr1:16456710-16456924,chr1:16456710-16456924
chr1,16462139,16462275,EPHA2.chr1.16462149.16462265,12.8,chr1:16462139-16462275,chr1:16462139-16462275
chr1,16464677,16464682,EPHA2.chr1.16464347.16464680,19.0,chr1:16464337-16464690,chr1:16464677-16464682
chr1,16464928,16464935,EPHA2.chr1.16464769.16464925,18.9,chr1:16464759-16464935,chr1:16464928-16464935
chr1,16474862,16475013,EPHA2.chr1.16474872.16475542,10.3,chr1:16474862-16475552,chr1:16474862-16475013
chr1,16475071,16475085,EPHA2.chr1.16474872.16475542,19.0,chr1:16474862-16475552,chr1:16475071-16475085
chr1,16475099,16475113,EPHA2.chr1.16474872.16475542,17.3,chr1:16474862-16475552,chr1:16475099-16475113
chr1,16475502,16475552,EPHA2.chr1.16474872.16475542,14.7,chr1:16474862-16475552,chr1:16475502-16475552
chr1,16477380,16477392,EPHA2.chr1.16477390.16477458,17.4,chr1:16477380-16477468,chr1:16477380-16477392
chr1,16482332,16482437,EPHA2.chr1.16482342.16482427,6.6,chr1:16482332-16482437,chr1:16482332-16482437
chr1,16725828,16725832,SPATA21.chr1.16725839.16726016,17.0,chr1:16725828-16726026,chr1:16725828-16725832
chr1,16736085,16736103,SPATA21.chr1.16736096.16736538,18.5,chr1:16736085-16736548,chr1:16736085-16736103
chr1,16736204,16736415,SPATA21.chr1.16736096.16736538,12.0,chr1:16736085-16736548,chr1:16736204-16736415
chr1,16747993,16748062,SPATA21.chr1.16748004.16748052,15.5,chr1:16747993-16748062,chr1:16747993-16748062
chr1,16892302,16892314,NBPF1.chr1.16892128.16892304,15.9,chr1:16892117-16892314,chr1:16892302-16892314
chr1,16900978,16900987,NBPF1.chr1.16900982.16901187,18.2,chr1:16900971-16901197,chr1:16900978-16900987
chr1,16913753,16913766,NBPF1.chr1.16913545.16913756,17.9,chr1:16913534-16913766,chr1:16913753-16913766
chr1,17312469,17312646,ATP13A2.chr1.17312479.17312853,10.2,chr1:17312469-17312863,chr1:17312469-17312646
chr1,17313113,17313114,ATP13A2.chr1.17312957.17313127,19.0,chr1:17312947-17313137,chr1:17313113-17313114
chr1,17313122,17313137,ATP13A2.chr1.17312957.17313127,15.8,chr1:17312947-17313137,chr1:17313122-17313137
chr1,17316175,17316190,ATP13A2.chr1.17316185.17316265,18.5,chr1:17316175-17316275,chr1:17316175-17316190
chr1,17316259,17316275,ATP13A2.chr1.17316185.17316265,17.5,chr1:17316175-17316275,chr1:17316259-17316275
chr1,17316371,17316508,ATP13A2.chr1.17316381.17316498,4.2,chr1:17316371-17316508,chr1:17316371-17316508
chr1,17316611,17316630,ATP13A2.chr1.17316621.17316782,15.0,chr1:17316611-17316792,chr1:17316611-17316630
chr1,17316768,17316768,ATP13A2.chr1.17316621.17316782,19.0,chr1:17316611-17316792,chr1:17316768-17316768
chr1,17316772,17316792,ATP13A2.chr1.17316621.17316782,18.1,chr1:17316611-17316792,chr1:17316772-17316792
chr1,17318218,17318363,ATP13A2.chr1.17318228.17318353,14.9,chr1:17318218-17318363,chr1:17318218-17318363
chr1,17318616,17318634,ATP13A2.chr1.17318503.17318624,17.7,chr1:17318493-17318634,chr1:17318616-17318634
chr1,17319032,17319034,ATP13A2.chr1.17318980.17319076,19.0,chr1:17318970-17319086,chr1:17319032-17319034
chr1,17319036,17319036,ATP13A2.chr1.17318980.17319076,19.0,chr1:17318970-17319086,chr1:17319036-17319036
chr1,17319077,17319080,ATP13A2.chr1.17318980.17319076,18.5,chr1:17318970-17319086,chr1:17319077-17319080
chr1,17320113,17320142,ATP13A2.chr1.17320123.17320330,17.1,chr1:17320113-17320340,chr1:17320113-17320142
chr1,17320196,17320202,ATP13A2.chr1.17320123.17320330,19.0,chr1:17320113-17320340,chr1:17320196-17320202
chr1,17320206,17320340,ATP13A2.chr1.17320123.17320330,12.2,chr1:17320113-17320340,chr1:17320206-17320340
chr1,17331318,17331326,ATP13A2.chr1.17331186.17331316,16.3,chr1:17331176-17331326,chr1:17331318-17331326
chr1,17338213,17338243,ATP13A2.chr1.17338223.17338233,9.5,chr1:17338213-17338243,chr1:17338213-17338243
chr1,17350564,17350579,SDHB.chr1.17350467.17350569,16.1,chr1:17350457-17350579,chr1:17350564-17350579
chr1,17359544,17359556,SDHB.chr1.17359554.17359640,17.7,chr1:17359544-17359650,chr1:17359544-17359556
chr1,17371245,17371393,SDHB.chr1.17371255.17371383,11.0,chr1:17371245-17371393,chr1:17371245-17371393
chr1,17380499,17380524,SDHB.chr1.17380442.17380514,16.0,chr1:17380432-17380524,chr1:17380499-17380524
chr1,18958087,18958192,PAX7.chr1.18958098.18958182,15.9,chr1:18958087-18958192,chr1:18958087-18958192
chr1,19027292,19027322,PAX7.chr1.19027147.19027312,17.3,chr1:19027136-19027322,chr1:19027292-19027322
chr1,19029577,19029591,PAX7.chr1.19029588.19029790,16.3,chr1:19029577-19029800,chr1:19029577-19029591
chr1,19166085,19166108,TAS1R2.chr1.19166096.19167021,16.1,chr1:19166085-19167031,chr1:19166085-19166108
chr1,19184127,19184135,TAS1R2.chr1.19183825.19184125,18.1,chr1:19183814-19184135,chr1:19184127-19184135
chr1,19199328,19199346,ALDH4A1.chr1.19199338.19199451,16.5,chr1:19199328-19199461,chr1:19199328-19199346
chr1,19199350,19199461,ALDH4A1.chr1.19199338.19199451,16.2,chr1:19199328-19199461,chr1:19199350-19199461
chr1,19200946,19201085,ALDH4A1.chr1.19200956.19201075,9.8,chr1:19200946-19201085,chr1:19200946-19201085
chr1,19201865,19201872,ALDH4A1.chr1.19201875.19201997,19.0,chr1:19201865-19202007,chr1:19201865-19201872
chr1,19201893,19202007,ALDH4A1.chr1.19201875.19201997,14.8,chr1:19201865-19202007,chr1:19201893-19202007
chr1,19202798,19202838,ALDH4A1.chr1.19202808.19202961,15.7,chr1:19202798-19202971,chr1:19202798-19202838
chr1,19204114,19204116,ALDH4A1.chr1.19203909.19204106,15.7,chr1:19203899-19204116,chr1:19204114-19204116
chr1,19208338,19208338,ALDH4A1.chr1.19208193.19208381,19.0,chr1:19208183-19208391,chr1:19208338-19208338
chr1,19208341,19208391,ALDH4A1.chr1.19208193.19208381,15.7,chr1:19208183-19208391,chr1:19208341-19208391
chr1,19209763,19209779,ALDH4A1.chr1.19209772.19209922,18.0,chr1:19209762-19209932,chr1:19209763-19209779
chr1,19211956,19211992,ALDH4A1.chr1.19211966.19212122,15.5,chr1:19211956-19212132,chr1:19211956-19211992
chr1,19215845,19215847,ALDH4A1.chr1.19215855.19215948,19.0,chr1:19215845-19215958,chr1:19215845-19215847
chr1,19228945,19229027,ALDH4A1.chr1.19228955.19229017,10.5,chr1:19228945-19229027,chr1:19228945-19229027
chr1,19610610,19610629,AKR7A3.chr1.19610490.19610619,18.5,chr1:19610479-19610629,chr1:19610610-19610629
chr1,19615168,19615213,AKR7A3.chr1.19614990.19615203,16.2,chr1:19614979-19615213,chr1:19615168-19615213
chr1,19638310,19638319,AKR7A2.chr1.19638320.19638618,16.0,chr1:19638310-19638628,chr1:19638310-19638319
chr1,19638321,19638321,AKR7A2.chr1.19638320.19638618,19.0,chr1:19638310-19638628,chr1:19638321-19638321
chr1,19638492,19638628,AKR7A2.chr1.19638320.19638618,9.4,chr1:19638310-19638628,chr1:19638492-19638628
chr1,19992236,19992362,HTR6.chr1.19992247.19992960,7.0,chr1:19992236-19992970,chr1:19992236-19992362
chr1,20302346,20302346,PLA2G2A.chr1.20302193.20302336,19.0,chr1:20302183-20302346,chr1:20302346-20302346
chr1,20304862,20304878,PLA2G2A.chr1.20304872.20305017,17.5,chr1:20304862-20305027,chr1:20304862-20304878
chr1,20442103,20442116,PLA2G2D.chr1.20442000.20442106,17.4,chr1:20441989-20442116,chr1:20442103-20442116
chr1,20445941,20446001,PLA2G2D.chr1.20445952.20445991,4.9,chr1:20445941-20446001,chr1:20445941-20446001
chr1,20915612,20915654,CDA.chr1.20915622.20915776,12.2,chr1:20915612-20915786,chr1:20915612-20915654
chr1,20915766,20915786,CDA.chr1.20915622.20915776,18.4,chr1:20915612-20915786,chr1:20915766-20915786
chr1,20931410,20931449,CDA.chr1.20931420.20931532,16.5,chr1:20931410-20931542,chr1:20931410-20931449
chr1,20945044,20945071,CDA.chr1.20944944.20945061,14.0,chr1:20944934-20945071,chr1:20945044-20945071
chr1,20960031,20960256,PINK1.chr1.20960041.20960428,6.1,chr1:20960031-20960438,chr1:20960031-20960256
chr1,20964569,20964632,PINK1.chr1.20964334.20964622,14.5,chr1:20964324-20964632,chr1:20964569-20964632
chr1,20972042,20972073,PINK1.chr1.20972052.20972216,13.8,chr1:20972042-20972226,chr1:20972042-20972073
chr1,20980145,20980277,DDOST.chr1.20980120.20980267,13.0,chr1:20980109-20980277,chr1:20980145-20980277
chr1,20980705,20980709,DDOST.chr1.20980716.20980864,18.8,chr1:20980705-20980874,chr1:20980705-20980709
chr1,20987879,20987904,DDOST.chr1.20987690.20987894,14.4,chr1:20987679-20987904,chr1:20987879-20987904
chr1,21009135,21009136,KIF17.chr1.21009145.21009377,19.0,chr1:21009135-21009387,chr1:21009135-21009136
chr1,21009377,21009387,KIF17.chr1.21009145.21009377,18.1,chr1:21009135-21009387,chr1:21009377-21009387
chr1,21012528,21012629,KIF17.chr1.21012538.21012619,12.3,chr1:21012528-21012629,chr1:21012528-21012629
chr1,21013870,21013920,KIF17.chr1.21013880.21014437,12.6,chr1:21013870-21014447,chr1:21013870-21013920
chr1,21016670,21016716,KIF17.chr1.21016680.21016828,16.2,chr1:21016670-21016838,chr1:21016670-21016716
chr1,21016764,21016838,KIF17.chr1.21016680.21016828,14.6,chr1:21016670-21016838,chr1:21016764-21016838
chr1,21031323,21031402,KIF17.chr1.21030939.21031392,14.6,chr1:21030929-21031402,chr1:21031323-21031402
chr1,21036272,21036331,KIF17.chr1.21036131.21036321,11.4,chr1:21036121-21036331,chr1:21036272-21036331
chr1,21043958,21044209,KIF17.chr1.21043968.21044199,12.0,chr1:21043958-21044209,chr1:21043958-21044209
chr1,21546631,21546634,ECE1.chr1.21546447.21546624,18.0,chr1:21546437-21546634,chr1:21546631-21546634
chr1,21554413,21554415,ECE1.chr1.21554423.21554534,19.0,chr1:21554413-21554544,chr1:21554413-21554415
chr1,21582429,21582641,ECE1.chr1.21582439.21582631,11.7,chr1:21582429-21582641,chr1:21582429-21582641
chr1,21586860,21586895,ECE1.chr1.21586763.21586885,17.2,chr1:21586753-21586895,chr1:21586860-21586895
chr1,21605916,21605937,ECE1.chr1.21605683.21605927,16.5,chr1:21605673-21605937,chr1:21605916-21605937
chr1,21616552,21616576,ECE1.chr1.21616562.21616691,14.8,chr1:21616552-21616701,chr1:21616552-21616576
chr1,21616579,21616583,ECE1.chr1.21616562.21616691,19.0,chr1:21616552-21616701,chr1:21616579-21616583
chr1,21616846,21616917,ECE1.chr1.21616856.21616907,6.7,chr1:21616846-21616917,chr1:21616846-21616917
chr1,21671858,21671881,ECE1.chr1.21671868.21671871,0.0,chr1:21671858-21671881,chr1:21671858-21671881
chr1,21889785,21889785,ALPL.chr1.21889602.21889777,7.0,chr1:21889592-21889787,chr1:21889785-21889785
chr1,21894694,21894750,ALPL.chr1.21894596.21894740,16.1,chr1:21894586-21894750,chr1:21894694-21894750
chr1,21900254,21900302,ALPL.chr1.21900157.21900292,17.2,chr1:21900147-21900302,chr1:21900254-21900302
chr1,21903865,21903941,ALPL.chr1.21903875.21904141,12.7,chr1:21903865-21904151,chr1:21903865-21903941
chr1,21904051,21904151,ALPL.chr1.21903875.21904141,15.2,chr1:21903865-21904151,chr1:21904051-21904151
chr1,22149798,22149838,HSPG2.chr1.22149808.22149981,14.2,chr1:22149798-22149991,chr1:22149798-22149838
chr1,22150204,22150222,HSPG2.chr1.22150108.22150212,15.0,chr1:22150098-22150222,chr1:22150204-22150222
chr1,22151269,22151282,HSPG2.chr1.22151196.22151272,14.6,chr1:22151186-22151282,chr1:22151269-22151282
chr1,22155317,22155371,HSPG2.chr1.22155327.22155572,15.4,chr1:22155317-22155582,chr1:22155317-22155371
chr1,22155865,22155894,HSPG2.chr1.22155875.22156097,17.7,chr1:22155865-22156107,chr1:22155865-22155894
chr1,22156015,22156107,HSPG2.chr1.22155875.22156097,11.9,chr1:22155865-22156107,chr1:22156015-22156107
chr1,22156475,22156483,HSPG2.chr1.22156485.22156584,17.9,chr1:22156475-22156594,chr1:22156475-22156483
chr1,22156533,22156545,HSPG2.chr1.22156485.22156584,18.5,chr1:22156475-22156594,chr1:22156533-22156545
chr1,22156561,22156562,HSPG2.chr1.22156485.22156584,19.0,chr1:22156475-22156594,chr1:22156561-22156562
chr1,22156574,22156594,HSPG2.chr1.22156485.22156584,16.6,chr1:22156475-22156594,chr1:22156574-22156594
chr1,22158135,22158228,HSPG2.chr1.22158144.22158289,15.8,chr1:22158134-22158299,chr1:22158135-22158228
chr1,22158230,22158299,HSPG2.chr1.22158144.22158289,15.0,chr1:22158134-22158299,chr1:22158230-22158299
chr1,22159099,22159109,HSPG2.chr1.22158987.22159099,18.3,chr1:22158977-22159109,chr1:22159099-22159109
chr1,22160363,22160428,HSPG2.chr1.22160308.22160418,15.3,chr1:22160298-22160428,chr1:22160363-22160428
chr1,22162022,22162140,HSPG2.chr1.22162032.22162130,11.6,chr1:22162022-22162140,chr1:22162022-22162140
chr1,22165307,22165316,HSPG2.chr1.22165317.22165578,16.7,chr1:22165307-22165588,chr1:22165307-22165316
chr1,22165338,22165339,HSPG2.chr1.22165317.22165578,18.0,chr1:22165307-22165588,chr1:22165338-22165339
chr1,22165853,22165985,HSPG2.chr1.22165863.22166043,14.3,chr1:22165853-22166053,chr1:22165853-22165985
chr1,22166008,22166023,HSPG2.chr1.22165863.22166043,19.0,chr1:22165853-22166053,chr1:22166008-22166023
chr1,22166027,22166032,HSPG2.chr1.22165863.22166043,18.7,chr1:22165853-22166053,chr1:22166027-22166032
chr1,22166046,22166053,HSPG2.chr1.22165863.22166043,19.0,chr1:22165853-22166053,chr1:22166046-22166053
chr1,22166304,22166309,HSPG2.chr1.22166314.22166510,16.2,chr1:22166304-22166520,chr1:22166304-22166309
chr1,22176984,22177001,HSPG2.chr1.22176855.22176991,17.9,chr1:22176845-22177001,chr1:22176984-22177001
chr1,22180675,22180846,HSPG2.chr1.22180685.22180836,12.1,chr1:22180675-22180846,chr1:22180675-22180846
chr1,22181093,22181150,HSPG2.chr1.22181103.22181258,12.9,chr1:22181093-22181268,chr1:22181093-22181150
chr1,22182378,22182378,HSPG2.chr1.22182279.22182405,19.0,chr1:22182269-22182415,chr1:22182378-22182378
chr1,22182386,22182415,HSPG2.chr1.22182279.22182405,18.3,chr1:22182269-22182415,chr1:22182386-22182415
chr1,22191325,22191336,HSPG2.chr1.22191335.22191566,17.0,chr1:22191325-22191576,chr1:22191325-22191336
chr1,22198845,22198880,HSPG2.chr1.22198678.22198870,14.9,chr1:22198668-22198880,chr1:22198845-22198880
chr1,22199220,22199263,HSPG2.chr1.22199112.22199253,17.5,chr1:22199102-22199263,chr1:22199220-22199263
chr1,22199861,22199875,HSPG2.chr1.22199867.22199917,18.2,chr1:22199857-22199927,chr1:22199861-22199875
chr1,22199882,22199899,HSPG2.chr1.22199867.22199917,19.0,chr1:22199857-22199927,chr1:22199882-22199899
